@RELATION EOS_NEOS
@ATTRIBUTE class   {EOS,NEOS}
@ATTRIBUTE R1islower   {1,0}
@ATTRIBUTE L1isTitle   {1,0}
@ATTRIBUTE L1isAbbrevs   {1,0}
@ATTRIBUTE L1isInternal   {1,0}
@ATTRIBUTE L1isTimeterm   {1,0}
@ATTRIBUTE L1isUnlikely   {1,0}
@ATTRIBUTE Comma   {1,0}
@ATTRIBUTE Period   {1,0}
@ATTRIBUTE L1isUpper   {1,0}
@ATTRIBUTE R1isUpper   {1,0}
@ATTRIBUTE L1isNum   {1,0}
@ATTRIBUTE L1R1isQuestionMarkExclamation   {1,0}
@ATTRIBUTE L1P   {1,0}
@ATTRIBUTE R1P   {1,0}
@ATTRIBUTE R1isCommaPeriod   {1,0}
@ATTRIBUTE L1Length   NUMERIC
@ATTRIBUTE R1Length   NUMERIC
@ATTRIBUTE Llength   NUMERIC
@ATTRIBUTE Rlength   NUMERIC
@ATTRIBUTE Nspace   NUMERIC
@DATA
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,3,61,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,12,61,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,7,4,18,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,47,135,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,21,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,4,2,5,17,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,70,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,8,3,17,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,3,14,155,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,35,30,1
NEOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,10,9,4,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,57,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,11,6,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,25,35,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,109,204,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,13,21,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,17,32,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,12,3,160,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,41,104,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,110,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,77,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,2,124,14,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,13,300,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,9,92,203,1
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,4,29,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,20,88,1
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,95,80,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,2,151,33,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,35,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,15,4,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,23,39,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,1,9,47,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,111,0,0
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,1,16,25,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,17,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5,17,61,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,78,0,0
NEOS,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,3,6,25,57,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,12,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,97,34,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,11,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,5,100,8,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,8,0,0
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,9,9,60,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,35,0,0
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,5,37,25,1
EOS,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,4,3,34,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,14,3,122,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,146,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,9,39,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,44,111,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,6,0,0
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,7,3,74,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,5,59,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,110,19,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,6,91,98,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,7,11,135,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,49,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,27,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,36,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,2,195,179,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,1,250,5,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,24,17,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,81,138,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,6,13,7,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,209,409,1
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,9,9,9,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,48,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,28,130,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,3,0,0
NEOS,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,2,4,75,152,2
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,2,61,83,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,9,3,128,0,0
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,4,39,95,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,481,48,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,10,131,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,20,80,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,179,93,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,6,5,35,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,3,11,6,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,4,18,8,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,7,3,29,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,7,64,49,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,101,57,2
NEOS,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,2,1,143,78,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,84,114,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,10,5,254,71,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,155,15,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,3,65,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,9,28,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,33,35,3
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,4,2,83,80,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,8,58,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,4,45,210,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,29,20,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,73,0,0
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,10,1,26,1,1
NEOS,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,3,1,29,144,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,177,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,7,3,103,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,117,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,141,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,66,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,106,17,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,6,27,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,43,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,1,87,39,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,67,59,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,90,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,2,95,73,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,7,20,113,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,23,15,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,5,3,48,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,78,44,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,33,100,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5,53,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,42,35,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,40,45,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,123,39,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,58,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,4,9,13,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,191,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,101,0,0
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,5,9,9,28,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,31,123,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,13,3,52,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,17,57,1
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,4,6,7,1
EOS,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,123,45,3
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,10,21,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,16,25,2
EOS,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,3,12,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,91,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,67,25,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,21,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,45,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,70,110,2
NEOS,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,3,2,54,1,1
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,13,8,330,2,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,42,44,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,4,255,61,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,11,2,79,264,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,59,149,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,31,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,3,33,110,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,54,11,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6,2,9,60,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,125,142,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,142,262,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,21,49,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,78,0,0
EOS,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,4,4,19,24,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,88,43,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,31,12,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,13,41,33,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,51,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,50,6,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,21,23,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,64,0,0
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,82,18,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,119,19,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,131,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,81,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11,7,54,139,2
NEOS,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,5,15,13,1
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,6,19,49,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,42,50,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,6,90,61,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,191,215,2
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,3,6,146,20,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,21,15,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,8,66,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,11,40,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,73,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,122,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,69,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,2,26,11,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,31,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,11,2,270,58,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,20,19,1
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,3,18,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,110,49,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,57,39,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,2,28,219,1
NEOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,6,40,46,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,46,0,0
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,8,2,11,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,27,67,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,3,331,64,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,11,30,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,24,43,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,13,0,0
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,7,81,2,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,8,192,200,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,63,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,60,87,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,38,158,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,2,9,16,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,26,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,141,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,17,18,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,33,23,1
EOS,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,11,4,321,238,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,50,11,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,30,53,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,6,3,80,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,38,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,23,57,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,1,125,32,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,9,39,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,8,3,155,0,0
NEOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,44,114,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,119,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,52,26,2
EOS,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,3,50,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,11,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,41,79,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,104,31,2
NEOS,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,7,45,6,1
NEOS,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,7,33,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,22,31,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,40,15,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,59,46,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,8,153,90,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,25,156,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,61,35,2
EOS,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,3,104,0,0
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,30,21,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,37,28,1
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,5,5,66,50,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,208,0,0
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,4,3,9,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,10,156,63,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,142,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,98,123,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,7,1,73,44,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,4,32,50,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,42,158,2
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,6,3,15,1
EOS,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,35,79,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,7,3,48,0,0
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,5,108,127,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,9,2,103,8,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,18,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,283,58,1
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,8,14,45,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,5,109,32,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,46,54,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,91,37,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,8,2,17,4,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,8,56,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,38,88,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,28,25,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,9,1,57,123,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,67,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,22,93,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,33,28,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,60,159,2
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,6,9,30,1
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9,4,13,74,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,161,26,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,52,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,10,18,266,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,3,15,57,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,63,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,6,22,61,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,42,35,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,74,94,2
NEOS,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,3,1,172,10,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,79,42,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,70,179,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,102,27,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,199,102,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,38,11,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,40,7,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,35,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,84,96,2
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,8,3,39,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,54,45,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,14,91,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,193,26,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,40,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,40,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,128,90,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,86,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,34,53,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,22,121,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,54,66,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,7,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,10,3,2
NEOS,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,10,37,63,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,69,17,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,34,0,0
NEOS,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,4,2,64,48,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,66,179,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,71,284,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,23,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,143,58,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,140,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,2,12,59,2
EOS,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,3,33,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,21,4,2
